ASIN,date,author,title,rating,body,helpful
B016OP6N3M,04 Mar 2018,tracy chen,i really like it because it contains three sizes,5.0 ,i just bought this set of cutting boards last week. i really like it because it contains three sizes. sometimes i only have little things to cut so i just use the smallest one. also i can use different cutting boards for seprating meat and vegetable. the quality for this cutting boards is pretty good for this pricing. it is very convenient because of different sizes.,
B016OP6N3M,04 Mar 2018,Hemalatha,"Small, thin and good quality for low price",4.0 ,I was expecting big and thick boards based on the images posted whereas it is small and thin. It is good and sturdy. Good quality for the price,
B016OP6N3M,04 Mar 2018,Avi,Five Stars,5.0 ,Great Product as Described,
B016OP6N3M,02 Mar 2018,Danny,No issues so far—does its job well for a good price and looks good while doing it,5.0 ,"Follow the care instructions and make sure you seal it with oil, and this cutting board will last a long time. No issues so far—does its job well for a good price and looks good while doing it.",
B016OP6N3M,01 Mar 2018,HW,It seems like a very made product,3.0 ,"It seems like a very made product, but unfortunately the size is too small even for the largest one, thus had to return it",
B016OP6N3M,01 Mar 2018,Karen,Just received this today but I am rather disappointed.. all the boards are shedding tiny wood ...,1.0 ,Just received this today but I am rather disappointed.. all the boards are shedding tiny wood pieces so I’m gonna have to return these:/,2 people found this helpful.
B0723FXC74,06 Apr 2018,Just Lisa,I love my new cutting boards,5.0 ,I love my new cutting boards. The set of 3 is perfect for all my needs. I love the groove that catches any liquids and the color is neutral so it would match any decor. I highly recommend and would purchase again.,
B0723FXC74,05 Apr 2018,jjjacob,Three Stars,3.0 ,Smaller boards than anticipated.,
B0723FXC74,04 Apr 2018,Ellie,Four Stars,4.0 ,"Smaller than I thought they'd be, but quality is what I expected.",
B0723FXC74,02 Apr 2018,J. Gold,Nice looking cutting boards,5.0 ,They arrived ahead of schedule and are as advertised. So far they work great!,
B0723FXC74,01 Apr 2018,Margarita,Four Stars,4.0 ,Basic cutting boards. Does the job.,
B0723FXC74,30 Mar 2018,Kathy E.,Five Stars,5.0 ,"Love my new cutting boards. They got here in a timely manner, thank you.",
B0723FXC74,29 Mar 2018,M. Powell,Two Stars,2.0 ,"Not holding up as I'd like, but okay",
B0723FXC74,29 Mar 2018,L. Verni,Too small to be useful,1.0 ,"I was excited about these cutting boards, as I have similar ones with the rubber that prevents them from sliding, but these have a small channel to catch juices as you cut. However, they are SO SMALL, it's ridiculous! I have no idea who could actually cook dinner using the small or medium one. The ""large"" is one I'd pull out if I was just slicing cheese. I could never use these to cut up chicken or anything larger that I don't want to go off the edge of the board onto the counter. Wish I wasn't so lazy or I'd return them.",One person found this helpful.
B0723FXC74,29 Mar 2018,Brandon,They are fine for the price,3.0 ,They are fine for the price. Have gone through one dishwasher cycle so far. They do slide around quite a bit. If you have the grooved side up there is no grip at all and it will slide all over on you.,
B0723FXC74,29 Mar 2018,Jessica Froelich,Nice Buy,5.0 ,Works great. Love the three different sizes. Easy to clean.,
B0723FXC74,06 Apr 2018,Just Lisa,I love my new cutting boards,5.0 ,I love my new cutting boards. The set of 3 is perfect for all my needs. I love the groove that catches any liquids and the color is neutral so it would match any decor. I highly recommend and would purchase again.,
B0723FXC74,05 Apr 2018,jjjacob,Three Stars,3.0 ,Smaller boards than anticipated.,
B0723FXC74,04 Apr 2018,Ellie,Four Stars,4.0 ,"Smaller than I thought they'd be, but quality is what I expected.",
B0723FXC74,02 Apr 2018,J. Gold,Nice looking cutting boards,5.0 ,They arrived ahead of schedule and are as advertised. So far they work great!,
B0723FXC74,01 Apr 2018,Margarita,Four Stars,4.0 ,Basic cutting boards. Does the job.,
B0723FXC74,30 Mar 2018,Kathy E.,Five Stars,5.0 ,"Love my new cutting boards. They got here in a timely manner, thank you.",
B0723FXC74,29 Mar 2018,M. Powell,Two Stars,2.0 ,"Not holding up as I'd like, but okay",
B0723FXC74,29 Mar 2018,L. Verni,Too small to be useful,1.0 ,"I was excited about these cutting boards, as I have similar ones with the rubber that prevents them from sliding, but these have a small channel to catch juices as you cut. However, they are SO SMALL, it's ridiculous! I have no idea who could actually cook dinner using the small or medium one. The ""large"" is one I'd pull out if I was just slicing cheese. I could never use these to cut up chicken or anything larger that I don't want to go off the edge of the board onto the counter. Wish I wasn't so lazy or I'd return them.",One person found this helpful.
B0723FXC74,29 Mar 2018,Brandon,They are fine for the price,3.0 ,They are fine for the price. Have gone through one dishwasher cycle so far. They do slide around quite a bit. If you have the grooved side up there is no grip at all and it will slide all over on you.,
B0723FXC74,29 Mar 2018,Jessica Froelich,Nice Buy,5.0 ,Works great. Love the three different sizes. Easy to clean.,
B0723FXC74,28 Mar 2018,Aimee R.,Not non slip,1.0 ,"The cutting board slide all over the place. I was hoping the reviews that said they slide were wrong, sadly they were correct. Keep looking, this cutting board is not for you.",
B0723FXC74,27 Mar 2018,James Biehl,Good quality,5.0 ,Exactly what was advertised. Three sizes are included and they're all very durable,
B0723FXC74,27 Mar 2018,Andrew Hebert,Great cutting boards!,5.0 ,Great product. Would recommend to all!,
B0723FXC74,27 Mar 2018,Amazon Customer,Five Stars,5.0 ,"really liked them, haven't stain so far so thats good.",
B0723FXC74,25 Mar 2018,RT,Excellent product,5.0 ,Non-slip grip on bottom with handles makes it easy to use.,
B0723FXC74,24 Mar 2018,db,Five Stars,5.0 ,great addition to the home kitchen,
B0723FXC74,23 Mar 2018,Diana Carlos,Five Stars,5.0 ,Exactly what I was looking for.,
B0723FXC74,23 Mar 2018,unhappy,Five Stars,5.0 ,goog,
B0723FXC74,22 Mar 2018,N. Johns,Excellent cutting boards,5.0 ,Christmas gift and great to have three sizes for cutting.,
B0723FXC74,21 Mar 2018,DLH,I like these boards,5.0 ,I like these boards. I don't use the large one that much but I do use the small and medium quite a bit,
